No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
921,صَرَفْ,Sarafo,,,|aao|,Srf,null,null,null,au,passive
922,حَضَرُ,HaDaru,,,|aau|,HDr,null,null,null,au,passive
923,يُعْرَضُ,yuEoraDu,,,|uoa|,yEr,null,null,null,au,passive
924,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
925,تَنصُرُوا@,tanSuruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
926,يَنصُرْ,yanSuro,يَ,,ya|null|,null,null,null,null,au,tidak passive
927,ٱعْلَمْ,{Eolamo,,,|Elm|,{oa,null,null,null,au,tidak passive
928,تَعْرِفَ,taEorifa,تَ,,ta|oia|,Erf,null,null,null,au,passive
929,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
930,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
931,تَحْبَطَ,taHobaTa,تَ,,ta|oaa|,HbT,null,null,null,au,passive
932,تَخْرُجَ,taxoruja,تَ,,ta|oua|,xrj,null,null,null,au,passive
933,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
934,كَرِهْ,kariho,,,|aio|,krh,null,null,null,au,passive
935,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
936,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
937,يَدْخُلِ,yadoxuli,يَ,,ya|oui|,dxl,null,null,null,au,passive
938,عَجِبُ,Eajibu,,,|aiu|,Ejb,null,null,null,au,passive
939,مَدَدْ,madado,,,|aao|,mdd,null,null,null,au,passive
940,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
941,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
942,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
943,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
944,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
945,فَرَشْ,fara$o,,,|aao|,fr$,null,null,null,au,passive
946,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
947,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
948,ٱصْبِرُ,{Sobiru,,,|Sbr|,{oi,null,null,null,au,tidak passive
949,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
950,يُصْعَقُونَ,yuSoEaquwna,,ونَ,|uoa|wna,ySE,null,null,null,au,passive
951,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
952,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
953,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
954,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
955,فَتَحْ,fataHo,,,|aao|,ftH,null,null,null,au,passive
956,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
957,تَنزِعُ,tanziEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
958,يُهْزَمُ,yuhozamu,,,|uoa|,yhz,null,null,null,au,passive
959,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
960,فَعَلُ,faEalu,,,|aau|,fEl,null,null,null,au,passive
961,يُعْرَفُ,yuEorafu,,,|uoa|,yEr,null,null,null,au,passive
962,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
963,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
964,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
965,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
966,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
967,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
968,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
969,تُرْجَعُ,turojaEu,,,|uoa|,trj,null,null,null,au,passive
970,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
971,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
972,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
973,كَتَبْ,katabo,,,|aao|,ktb,null,null,null,au,passive
974,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
975,كُمَا^,kumaA^,,,|ua^|,kmA,null,null,null,au,passive
976,عَمِلُ,Eamilu,,,|aiu|,Eml,null,null,null,au,passive
977,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
978,ٱنشُزُوا@,{n$uzuwA@,,وا@,|nuu|wA@,{$z,null,null,null,au,tidak passive
979,ٱنشُزُوا@,{n$uzuwA@,,وا@,|nuu|wA@,{$z,null,null,null,au,tidak passive
980,يَرْفَعِ,yarofaEi,يَ,,ya|oai|,rfE,null,null,null,au,passive
981,أَغْلِبَ,>agoliba,أَ,,>a|oia|,glb,null,null,null,au,passive
982,قَطَعْ,qaTaEo,,,|aao|,qTE,null,null,null,au,passive
983,تَرَكْ,tarako,,,|aao|,trk,null,null,null,au,passive
984,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
985,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
986,نَخْرُجَ,naxoruja,نَ,,na|oua|,xrj,null,null,null,au,passive
987,نَنصُرَ,nanSura,نَ,,na|null|,null,null,null,null,au,tidak passive
988,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
989,ٱكْفُرْ,{kofuro,,,|kfr|,{ou,null,null,null,au,tidak passive
990,تَنفَعَ,tanfaEa,تَ,,ta|null|,null,null,null,null,au,tidak passive
991,تَجْعَلْنَا,tajoEalonaA,تَ,نَا,ta|oao|naA,jEl,null,null,null,au,passive
992,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
993,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
994,تَنكِحُ,tankiHu,تَ,,ta|null|,null,null,null,null,au,tidak passive
995,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
996,تَرَكُ,taraku,,,|aau|,trk,null,null,null,au,passive
997,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
998,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
999,يُبْعَثُوا@,yuboEavuwA@,,وا@,|uoa|wA@,ybE,null,null,null,au,passive
1000,تُبْعَثُ,tuboEavu,,,|uoa|,tbE,null,null,null,au,passive
1001,ٱسْمَعُوا@,{somaEuwA@,,وا@,|smE|wA@,{oa,null,null,null,au,tidak passive
1002,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
1003,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
1004,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
1005,ٱدْخُلَا,{doxulaA,,ا,|dxl|A,{ou,null,null,null,au,tidak passive
1006,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
1007,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
1008,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
1009,ٱجْهَرُوا@,{joharuwA@,,وا@,|jhr|wA@,{oa,null,null,null,au,tidak passive
1010,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
1011,يُكْشَفُ,yuko$afu,,,|uoa|,yk$,null,null,null,au,passive
1012,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
1013,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
1014,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
1015,حُمِلَتِ,Humilati,,تِ,|uia|ti,Hml,null,null,null,au,passive
1016,تُعْرَضُونَ,tuEoraDuwna,,ونَ,|uoa|wna,tEr,null,null,null,au,passive
1017,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
1018,ٱسْلُكُ,{soluku,,,|slk|,{ou,null,null,null,au,tidak passive
1019,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
1020,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
1021,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
1022,تَغْفِرَ,tagofira,تَ,,ta|oia|,gfr,null,null,null,au,passive
1023,جَعَلُ,jaEalu,,,|aau|,jEl,null,null,null,au,passive
1024,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
1025,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
1026,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
1027,نَفْتِنَ,nafotina,,نَ,|null|na,null,null,null,null,au,tidak passive
1028,ٱذْكُرِ,{*okuri,,,|*kr|,{ou,null,null,null,au,tidak passive
1029,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
1030,تَمْنُن,tamonun,تَ,,ta|null|,null,null,null,null,au,tidak passive
1031,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
1032,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
1033,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
1034,تَعْجَلَ,taEojala,تَ,,ta|oaa|,Ejl,null,null,null,au,passive
1035,يُفْعَلَ,yufoEala,,,|uoa|,yfE,null,null,null,au,passive
1036,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
1037,يُتْرَكَ,yutoraka,,,|uoa|,ytr,null,null,null,au,passive
1038,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
1039,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
1040,ٱذْكُرِ,{*okuri,,,|*kr|,{ou,null,null,null,au,tidak passive
1041,ٱسْجُدْ,{sojudo,,,|sjd|,{ou,null,null,null,au,tidak passive
1042,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
1043,شَدَدْ,$adado,,,|aao|,$dd,null,null,null,au,passive
1044,نَخْلُق,naxoluq,نَ,,na|null|,null,null,null,null,au,tidak passive
1045,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
1046,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
1047,نَجْعَلِ,najoEali,نَ,,na|oai|,jEl,null,null,null,au,passive
1048,جَمَعْ,jamaEo,,,|aao|,jmE,null,null,null,au,passive
1049,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
1050,نَجْعَلِ,najoEali,نَ,,na|oai|,jEl,null,null,null,au,passive
1051,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
1052,يُنفَخُ,yunfaxu,,,|ufx|,yna,null,null,null,au,passive
1053,فُتِحَتِ,futiHati,,تِ,|uia|ti,ftH,null,null,null,au,passive
1054,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
1055,تَنفَعَ,tanfaEa,تَ,,ta|null|,null,null,null,null,au,tidak passive
1056,نَقَمُوا@,naqamuwA@,نَ,وا@,na|null|wA@,null,null,null,null,au,tidak passive
1057,يُخْلَقْ,yuxolaqo,,,|uoa|,yxl,null,null,null,au,passive
1058,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
1059,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
1060,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
1061,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
1062,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
1063,نَشْرَحْ,na$oraHo,نَ,,na|oao|,$rH,null,null,null,au,passive
1064,رَدَدْ,radado,,,|aao|,rdd,null,null,null,au,passive
1065,يَعْلَم,yaEolam,يَ,,ya|null|,null,null,null,null,au,tidak passive
1066,ٱسْجُدْ,{sojudo,,,|sjd|,{ou,null,null,null,au,tidak passive
1067,يُن[بَذَ,yun[ba*a,,,|u[a|,ynb,null,null,null,au,passive
