No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
917,تَنزِعُ,tanziEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
918,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
919,فَعَلُ,faEalu,,,|aau|,fEl,null,null,null,au,passive
920,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
921,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
922,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
923,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
924,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
925,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
926,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
927,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
928,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
929,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
930,كَتَبْ,katabo,,,|aao|,ktb,null,null,null,au,passive
931,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
932,كُمَا^,kumaA^,,,|ua^|,kmA,null,null,null,au,passive
933,عَمِلُ,Eamilu,,,|aiu|,Eml,null,null,null,au,passive
934,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
935,ٱنشُزُوا@,{n$uzuwA@,,وا@,|nuu|wA@,{$z,null,null,null,au,tidak passive
936,ٱنشُزُوا@,{n$uzuwA@,,وا@,|nuu|wA@,{$z,null,null,null,au,tidak passive
937,يَرْفَعِ,yarofaEi,يَ,,ya|oai|,rfE,null,null,null,au,passive
938,أَغْلِبَ,>agoliba,أَ,,>a|oia|,glb,null,null,null,au,passive
939,قَطَعْ,qaTaEo,,,|aao|,qTE,null,null,null,au,passive
940,تَرَكْ,tarako,,,|aao|,trk,null,null,null,au,passive
941,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
942,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
943,نَخْرُجَ,naxoruja,نَ,,na|oua|,xrj,null,null,null,au,passive
944,نَنصُرَ,nanSura,نَ,,na|null|,null,null,null,null,au,tidak passive
945,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
946,ٱكْفُرْ,{kofuro,,,|kfr|,{ou,null,null,null,au,tidak passive
947,تَنفَعَ,tanfaEa,تَ,,ta|null|,null,null,null,null,au,tidak passive
948,تَجْعَلْنَا,tajoEalonaA,تَ,نَا,ta|oao|naA,jEl,null,null,null,au,passive
949,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
950,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
951,تَنكِحُ,tankiHu,تَ,,ta|null|,null,null,null,null,au,tidak passive
952,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
953,تَرَكُ,taraku,,,|aau|,trk,null,null,null,au,passive
954,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
955,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
956,يُبْعَثُوا@,yuboEavuwA@,,وا@,|uoa|wA@,ybE,null,null,null,au,passive
957,ٱسْمَعُوا@,{somaEuwA@,,وا@,|smE|wA@,{oa,null,null,null,au,tidak passive
958,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
959,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
960,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
961,ٱدْخُلَا,{doxulaA,,ا,|dxl|A,{ou,null,null,null,au,tidak passive
962,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
963,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
964,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
965,ٱجْهَرُوا@,{joharuwA@,,وا@,|jhr|wA@,{oa,null,null,null,au,tidak passive
966,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
967,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
968,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
969,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
970,تُعْرَضُونَ,tuEoraDuwna,,ونَ,|uoa|wna,tEr,null,null,null,au,passive
971,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
972,ٱسْلُكُ,{soluku,,,|slk|,{ou,null,null,null,au,tidak passive
973,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
974,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
975,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
976,تَغْفِرَ,tagofira,تَ,,ta|oia|,gfr,null,null,null,au,passive
977,جَعَلُ,jaEalu,,,|aau|,jEl,null,null,null,au,passive
978,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
979,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
980,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
981,نَفْتِنَ,nafotina,,نَ,|null|na,null,null,null,null,au,tidak passive
982,ٱذْكُرِ,{*okuri,,,|*kr|,{ou,null,null,null,au,tidak passive
983,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
984,تَمْنُن,tamonun,تَ,,ta|null|,null,null,null,null,au,tidak passive
985,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
986,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
987,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
988,تَعْجَلَ,taEojala,تَ,,ta|oaa|,Ejl,null,null,null,au,passive
989,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
990,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
991,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
992,ٱذْكُرِ,{*okuri,,,|*kr|,{ou,null,null,null,au,tidak passive
993,ٱسْجُدْ,{sojudo,,,|sjd|,{ou,null,null,null,au,tidak passive
994,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
995,شَدَدْ,$adado,,,|aao|,$dd,null,null,null,au,passive
996,نَخْلُق,naxoluq,نَ,,na|null|,null,null,null,null,au,tidak passive
997,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
998,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
999,نَجْعَلِ,najoEali,نَ,,na|oai|,jEl,null,null,null,au,passive
1000,جَمَعْ,jamaEo,,,|aao|,jmE,null,null,null,au,passive
1001,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
1002,نَجْعَلِ,najoEali,نَ,,na|oai|,jEl,null,null,null,au,passive
1003,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
1004,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
1005,تَنفَعَ,tanfaEa,تَ,,ta|null|,null,null,null,null,au,tidak passive
1006,نَقَمُوا@,naqamuwA@,نَ,وا@,na|null|wA@,null,null,null,null,au,tidak passive
1007,ٱرْجِعِ,{rojiEi,,,|rjE|,{oi,null,null,null,au,tidak passive
1008,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
1009,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
1010,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
1011,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
1012,نَشْرَحْ,na$oraHo,نَ,,na|oao|,$rH,null,null,null,au,passive
1013,رَدَدْ,radado,,,|aao|,rdd,null,null,null,au,passive
1014,يَعْلَم,yaEolam,يَ,,ya|null|,null,null,null,null,au,tidak passive
1015,ٱسْجُدْ,{sojudo,,,|sjd|,{ou,null,null,null,au,tidak passive
